,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clusters
1521,39503,0,3,1,1,16671,18,2339,2,4884,2
1522,7291,0,1,1,1,0,0,0,0,4104,2
1523,4838,0,3,1,1,23592,16,500,1,5024,3
1524,73811,0,3,1,1,25394,14,1000,2,5021,2
1525,156219,0,5,1,1,55874,24,0,0,5015,2
1526,114376,0,4,1,1,33949,15,0,0,5009,2
1527,23965,0,1,2,1,7308,16,550,3,5003,2
1528,45766,0,1,1,1,4550,11,1300,7,5002,2
1529,57857,1099,1,1,1,62650,37,12400,29,4996,1
1530,19998,0,1,1,1,4309,13,0,0,4995,2
1531,29506,0,1,1,1,4826,16,500,2,4993,2
1532,6020,1505,1,1,1,0,0,0,0,4986,2
1533,27989,0,3,1,1,25369,16,2729,2,4981,1
1534,21933,0,4,1,1,27166,15,550,1,4974,1
1535,58758,0,1,1,1,6500,38,0,0,4974,2
1536,86069,0,4,1,1,35282,21,0,0,4972,2
1537,8350,0,1,1,1,2125,10,0,0,4967,2
1538,26862,0,3,1,1,15510,15,0,0,4965,2
1539,133853,0,5,1,1,68136,14,0,0,4960,2
1540,72623,0,1,1,1,0,0,0,0,4957,2
1541,36887,0,1,2,1,9048,11,0,0,4951,2
1542,49737,0,5,1,1,60922,22,550,2,4946,1
1543,53869,0,1,1,1,6750,26,0,0,4940,2
1544,5264,0,1,1,1,0,0,0,0,4496,2
1545,132132,6920,3,1,1,20443,18,1310,4,3916,2
1546,165144,0,5,1,1,71867,36,0,0,4692,2
1547,165144,2139,4,1,1,52013,31,4309,12,4469,2
1548,22459,0,1,1,1,104,2,0,0,4215,2
1549,65021,0,2,1,1,10369,12,0,0,3547,2
1550,44205,0,4,1,1,28340,13,0,0,3676,1
1551,18433,0,1,1,1,3174,9,0,0,3930,2
1552,6341,0,1,1,1,3658,12,0,0,3706,2
1553,3641,0,1,1,1,1164,3,0,0,3603,0
1554,39207,0,1,1,1,965,3,0,0,3757,2
1555,63362,0,3,1,1,16331,15,350,1,3544,2
1556,165144,0,1,1,1,8500,4,0,0,4716,2
1557,891,0,3,1,1,23492,14,0,0,4868,3
1558,22424,0,1,1,1,648,2,0,0,3951,2
1559,36805,0,3,1,1,13018,16,0,0,3799,2
1560,63437,0,2,1,1,7160,15,0,0,4595,2
1561,8962,4481,1,1,1,0,0,0,0,4198,4
1562,7922,0,1,1,1,0,0,0,0,4491,2
1563,113731,0,1,1,1,1700,5,700,4,4482,2
1564,12612,0,1,1,1,0,0,0,0,4170,2
1565,45916,0,1,1,1,675,6,500,2,2818,2
1566,51324,0,3,1,1,20533,14,0,0,4408,2
1567,891,0,1,1,1,13000,1,0,0,4761,3
1568,8103,0,1,1,1,2750,15,0,0,4776,2
1569,91237,0,5,1,1,78864,26,0,0,4321,1
1570,17388,0,1,1,1,0,0,0,0,4232,2
1571,52046,0,1,1,1,1058,8,683,7,3456,2
1572,50015,0,3,1,1,20839,16,50,1,4497,2
1573,45340,0,3,1,1,14063,16,500,1,4660,2
1574,165144,0,1,1,1,6164,4,150,1,4782,2
1575,85884,0,2,1,1,7742,9,0,0,4692,2
1576,4236,0,1,1,1,3000,7,0,0,4148,0
1577,55843,0,1,1,1,6000,3,0,0,4341,2
1578,43000,0,1,1,1,1273,4,173,1,4646,2
1579,5573,0,1,1,1,1958,17,0,0,3714,2
1580,2080,0,1,1,1,0,0,0,0,4635,0
1581,43686,0,1,1,1,4039,12,0,0,4328,2
1582,11001,0,1,1,1,255,5,0,0,4315,2
1583,10146,0,3,1,1,26633,12,0,0,4509,3
1584,35062,0,3,1,1,16237,26,0,0,4152,2
1585,11866,0,2,1,1,6139,9,0,0,4667,2
1586,41048,0,1,1,1,1195,3,0,0,4856,2
1587,25004,0,1,1,1,1113,3,0,0,4860,2
1588,165144,1448,1,1,1,12500,6,0,0,4701,2
1589,65952,0,4,1,1,34770,14,0,0,4827,2
1590,165144,0,1,1,1,4652,13,0,0,4849,2
1591,61286,0,1,1,1,1500,5,0,0,4755,2
1592,118177,0,3,1,1,20910,18,402,1,4811,2
1593,165144,0,1,1,1,30988,14,12988,9,4848,2
1594,98608,0,1,1,1,969,12,0,0,4663,2
1595,22529,0,1,1,1,5115,20,3400,16,4865,2
1596,2502,0,1,1,1,15500,4,500,1,4761,3
1597,123430,0,4,1,1,49987,17,0,0,4798,2
1598,36219,0,1,1,1,4044,10,0,0,4595,2
1599,61405,250,2,1,1,32316,20,1350,8,4828,2
1600,3789,0,1,1,1,181,3,0,0,4756,0
1601,16065,0,1,1,1,0,0,0,0,4456,2
1602,165144,0,5,1,1,75509,13,0,0,4784,2
1603,28733,0,1,1,1,0,0,0,0,4650,2
1604,26965,0,2,1,1,7346,13,0,0,4653,2
1605,165144,0,4,1,1,50888,26,0,0,4744,2
1606,5074,0,1,1,1,500,1,0,0,4730,2
1607,43338,0,1,1,1,1000,4,1000,4,4275,2
1608,23551,0,1,1,1,2375,12,0,0,4663,2
1609,32015,0,1,1,1,6000,6,0,0,4574,2
1610,65435,0,1,1,1,1000,2,500,1,4786,2
1611,39079,0,1,1,1,3070,5,0,0,4750,2
1612,108616,0,4,1,1,36476,13,0,0,4644,2
1613,80154,0,4,1,1,47270,14,0,0,4352,1
1614,25563,0,1,1,1,303,8,0,0,3511,2
1615,18007,0,4,1,1,33237,15,0,0,4665,3
1616,51752,0,3,1,1,25962,20,0,0,4631,2
1617,21540,0,1,1,1,1188,9,0,0,4791,2
1618,165144,0,5,1,1,102840,11,0,0,4791,1
1619,165144,0,5,1,1,56890,21,0,0,4791,2
1620,165144,0,1,1,1,11430,14,6430,11,4791,2
1621,20681,0,1,1,1,0,0,0,0,4939,2
1622,155278,0,4,1,1,27200,16,0,0,4926,2
1623,165144,0,1,1,1,10121,13,4621,10,4930,2
1624,165144,783,4,1,1,40533,24,250,1,4791,2
1625,105588,0,2,1,1,22973,3,0,0,4805,2
1626,41366,0,3,1,1,27148,15,0,0,4806,2
1627,59445,0,1,1,1,5500,21,500,2,4843,2
1628,130920,2643,4,1,1,30299,20,1100,6,4793,2
1629,49777,2360,3,1,1,12241,12,0,0,4777,2
1630,58778,0,4,1,1,28325,13,0,0,4919,2
1631,38224,0,1,1,1,2587,10,0,0,4824,2
1632,93700,0,5,1,1,58745,14,0,0,4827,1
1633,165144,0,5,1,1,120983,18,0,0,4827,1
1634,34941,0,3,1,1,23718,16,0,0,4755,2
1635,115197,0,3,1,1,17638,24,0,0,4820,2
1636,31230,0,1,1,1,815,5,815,5,4931,2
1637,98604,0,3,1,1,17490,15,0,0,4919,2
1638,165144,0,1,1,1,0,0,0,0,4903,2
1639,136104,0,4,1,1,68988,51,2069,8,4916,2
1640,23984,0,1,1,1,2737,14,0,0,4905,2
1641,165144,0,4,1,1,48140,21,0,0,4895,2
1642,71264,0,5,1,1,94161,17,1000,2,4903,1
1643,71610,0,3,1,1,20918,14,0,0,4895,2
1644,151152,0,2,1,1,13635,21,1100,1,4895,2
1645,164178,2364,4,1,1,35314,23,1100,3,4883,2
1646,18601,0,1,1,1,100,1,0,0,4888,2
1647,49331,0,3,1,1,23572,12,100,1,4888,2
1648,43326,0,1,1,1,4164,12,0,0,4881,2
1649,12112,0,1,1,1,0,0,0,0,4882,2
1650,98343,0,4,1,1,31961,16,0,0,4971,2
1651,83006,0,4,1,1,45167,13,0,0,4906,2
1652,110980,0,1,1,1,12900,8,950,4,4853,2
1653,78032,0,3,1,1,24046,23,0,0,4862,2
1654,165144,0,3,1,1,12678,8,150,1,4862,2
1655,165144,0,3,1,1,13301,12,0,0,4849,2
1656,165144,0,4,1,1,37889,15,1000,2,4841,2
1657,41370,0,5,1,1,51335,9,0,0,4842,1
1658,92905,0,1,1,1,1766,10,0,0,4827,2
1659,7430,0,1,1,1,10500,5,0,0,4791,1
1660,68390,0,1,1,1,3450,3,950,2,4754,2
1661,18366,0,1,1,1,1100,3,1100,3,4783,2
1662,165144,0,4,1,1,48932,15,0,0,4775,2
1663,11789,0,4,1,1,28756,20,900,2,4775,3
1664,165144,0,1,1,1,2750,15,0,0,4751,2
1665,13310,0,1,1,1,0,0,0,0,4755,2
1666,165144,0,4,1,1,55903,17,500,1,4761,2
1667,25688,2396,1,1,1,3103,10,0,0,4754,2
1668,165144,0,1,1,1,3833,21,1762,9,4638,2
1669,165144,0,1,1,1,15942,8,1442,5,4741,2
1670,3580,0,1,1,1,130,3,0,0,4730,0
1671,84305,0,5,1,1,78931,15,0,0,4734,1
1672,4780,0,1,1,1,0,0,0,0,4733,2
1673,88192,0,4,1,1,47848,22,500,1,4784,2
1674,105665,0,4,1,1,31226,13,0,0,4727,2
1675,24756,0,1,1,1,7720,26,500,2,4723,2
1676,51304,1362,1,1,1,11611,40,10075,36,4708,2
1677,12404,0,1,1,1,1950,7,1200,4,4701,2
1678,80988,0,1,1,1,4413,5,0,0,4707,2
1679,5617,0,1,1,1,4400,4,400,1,4706,0
1680,68023,0,5,1,1,119512,33,500,1,4702,3
1681,108100,0,4,1,1,45113,17,1000,2,4699,2
1682,17470,0,1,1,1,4100,9,2500,5,4691,2
1683,138332,0,5,1,1,67836,17,0,0,4692,2
1684,4087,0,1,1,1,500,4,0,0,4684,0
1685,40264,0,1,1,1,19137,13,0,0,4684,2
1686,13290,0,1,1,1,3175,5,0,0,4679,2
1687,130761,0,4,1,1,52423,15,0,0,4674,2
1688,14371,0,4,1,1,28723,13,0,0,4671,3
1689,25322,0,3,1,1,23821,16,0,0,4673,1
1690,55356,0,3,1,1,23871,15,0,0,4660,2
1691,134501,0,5,1,1,59855,32,1193,2,4663,2
1692,63311,0,4,1,1,29318,11,0,0,4667,2
1693,90307,0,1,1,1,3150,3,650,2,4664,2
1694,2198,0,1,1,1,16070,12,0,0,4658,3
1695,43749,5583,1,1,1,9557,5,0,0,4664,2
1696,7730,0,1,1,1,375,3,0,0,4659,2
1697,16171,0,1,1,1,2875,16,0,0,4656,2
1698,165144,1000,1,1,1,10200,3,200,2,4656,2
1699,35895,0,3,1,1,15720,11,0,0,4649,2
1700,46578,0,2,1,1,8322,12,0,0,4645,2
1701,54309,0,1,1,1,6772,7,250,1,4698,2
1702,45613,0,4,1,1,29117,16,350,1,4625,1
1703,165144,0,3,1,1,27415,16,0,0,4631,2
1704,93148,0,2,1,1,7776,18,0,0,4631,2
1705,27905,0,1,1,1,3794,11,0,0,4628,2
1706,139983,0,3,1,1,17289,24,100,2,4629,2
1707,165144,0,5,1,1,62973,53,500,1,4625,2
1708,19479,0,1,1,1,2250,4,0,0,4625,2
1709,63635,0,1,1,1,5175,31,50,1,4622,2
1710,77203,0,5,1,1,66817,16,0,0,4646,1
1711,19020,0,1,1,1,330,3,0,0,4614,2
1712,61172,0,2,1,1,6875,10,0,0,4609,2
1713,7342,0,1,1,1,0,0,0,0,4604,2
1714,62076,0,2,1,1,11221,15,1050,2,4603,2
1715,13046,0,1,1,1,0,0,0,0,4597,2
1716,11527,0,3,1,1,16874,27,3880,6,4583,1
1717,77814,0,4,1,1,43914,17,0,0,4587,2
1718,75303,0,5,1,1,74990,15,0,0,4598,1
1719,7545,0,1,1,1,616,6,0,0,4587,2
1720,26972,0,1,1,1,0,0,0,0,4587,2
1721,165144,0,4,1,1,52755,22,0,0,4726,2
1722,93971,0,5,1,1,62023,22,450,3,4580,1
1723,66328,0,4,1,1,40522,14,0,0,4575,1
1724,51745,0,4,1,1,41377,14,0,0,4606,1
1725,64341,0,5,1,1,63621,13,0,0,4568,1
1726,49708,0,1,1,1,0,0,0,0,4560,2
1727,46926,0,4,1,1,27889,15,0,0,4554,1
1728,165144,1000,3,1,1,25590,39,3199,9,4548,2
1729,9126,0,1,1,1,1202,13,350,1,4554,2
1730,95109,0,4,1,1,26149,8,0,0,4593,2
1731,65706,0,3,1,1,21958,17,0,0,4534,2
1732,9862,0,1,1,1,31280,15,0,0,4545,3
1733,165144,0,5,1,1,68947,18,1000,2,4545,2
1734,25541,0,1,1,1,660,3,0,0,4520,2
1735,5580,0,1,1,1,60,2,0,0,4533,2
1736,37514,0,4,1,1,35874,31,500,1,4537,1
1737,67083,0,1,1,1,4600,4,500,1,4532,2
1738,92646,0,4,1,1,27177,16,0,0,4523,2
1739,21110,0,1,1,1,3402,12,0,0,4516,2
1740,102570,0,5,1,1,70503,20,0,0,4524,1
1741,15876,0,1,1,1,0,0,0,0,4512,2
1742,8957,0,1,1,1,0,0,0,0,4509,2
1743,5375,0,1,1,1,2000,9,0,0,4509,2
1744,109114,0,4,1,1,31956,27,0,0,4512,2
1745,23432,0,1,1,1,1162,10,0,0,4510,2
1746,111384,0,4,1,1,26669,14,0,0,4505,2
1747,69880,0,1,1,1,4635,5,0,0,4552,2
1748,11289,0,1,1,1,1500,5,0,0,4492,2
1749,119676,500,1,1,1,550,4,550,4,4485,2
1750,21847,0,1,1,1,929,4,903,3,4491,2
1751,40808,0,4,1,1,38612,27,400,2,4490,1
1752,47509,0,1,1,1,21210,10,1000,2,4490,2
1753,20248,0,3,1,1,18507,37,1700,5,4488,1
1754,3441,0,1,1,1,1643,6,0,0,4484,0
1755,35216,0,1,1,1,9959,14,0,0,4481,2
1756,63036,0,2,1,1,9006,14,0,0,4475,2
1757,20844,0,1,1,1,20844,10,0,0,4474,1
1758,42420,0,1,1,1,1000,1,0,0,4461,2
1759,36254,0,1,1,1,7232,7,0,0,4453,2
1760,22412,0,3,1,1,11654,12,0,0,4460,2
1761,11512,0,1,1,1,3667,14,0,0,4460,2
1762,1703,0,1,1,1,1230,4,0,0,4390,0
1763,51471,0,3,1,1,15505,32,412,1,4450,2
1764,70518,0,1,1,1,2000,3,1000,2,4450,2
1765,165144,0,3,1,1,30480,16,500,1,4443,2
1766,25577,0,4,1,1,33420,18,0,0,4432,1
1767,17111,0,3,1,1,13577,10,0,0,4434,2
1768,99336,0,3,1,1,14195,14,500,1,4453,2
1769,67612,0,1,1,1,0,0,0,0,4442,2
1770,38918,0,1,1,1,6505,29,618,2,4442,2
1771,72812,0,3,1,1,16930,17,50,1,4442,2
1772,134937,0,1,1,1,500,1,0,0,4427,2
1773,121688,0,4,1,1,31631,15,0,0,4420,2
1774,162410,0,3,1,1,20203,17,0,0,4420,2
1775,59821,500,1,1,1,4200,4,200,2,4419,2
1776,96053,0,1,1,1,2200,6,2200,6,4391,2
1777,165144,0,3,1,1,19198,28,0,0,4397,2
1778,15737,0,1,1,1,220,3,0,0,4404,2
1779,77814,0,3,1,1,14786,11,0,0,4394,2
1780,53768,0,1,1,1,4798,16,450,1,4387,2
1781,165144,0,4,1,1,34322,35,0,0,4385,2
1782,87366,0,3,1,1,18012,16,0,0,4380,2
1783,56461,0,4,1,1,40190,14,0,0,4359,1
1784,46855,0,2,1,1,8845,17,0,0,4379,2
1785,53027,0,1,1,1,0,0,0,0,4585,2
1786,96610,0,5,1,1,66298,22,0,0,4362,1
1787,61450,0,2,1,1,7927,10,0,0,4383,2
1788,18538,0,1,1,1,2200,3,0,0,4344,2
1789,28319,0,3,1,1,18449,13,0,0,4392,2
1790,107360,0,3,1,1,15641,15,0,0,4423,2
1791,32510,0,1,3,1,14568,13,0,0,4341,2
1792,9753,0,1,1,1,1235,3,0,0,4343,2
1793,13033,0,1,1,1,1625,6,0,0,4334,2
1794,17609,0,1,1,1,803,5,803,5,4317,2
1795,104052,0,2,1,1,6016,12,0,0,4331,2
1796,13878,0,1,1,1,0,0,0,0,4317,2
1797,7254,0,1,1,1,0,0,0,0,4323,2
1798,12560,0,1,1,1,1282,6,1282,6,4324,2
1799,94938,0,3,1,1,12999,21,0,0,4310,2
1800,86143,0,3,1,1,29652,11,500,1,4317,2
1801,138512,0,4,1,1,30130,15,50,1,4313,2
1802,66875,0,1,1,1,3206,17,0,0,4308,2
1803,96026,0,3,1,1,25670,19,0,0,4310,2
1804,31572,0,1,1,1,0,0,0,0,4299,2
1805,11834,0,1,1,1,0,0,0,0,4306,2
1806,23552,0,4,1,1,36165,11,0,0,4300,1
1807,66052,0,1,1,1,8380,8,0,0,4301,2
1808,55639,0,1,1,1,2750,15,0,0,4299,2
1809,68226,0,1,1,1,3147,8,200,2,4299,2
1810,37953,0,5,1,1,62571,28,0,0,4282,1
1811,17810,0,1,1,1,1375,4,0,0,4294,2
1812,21915,0,1,1,1,7000,33,0,0,4289,2
1813,32563,0,1,1,1,4200,3,200,1,4282,2
1814,49479,0,1,1,1,5500,24,100,1,4282,2
1815,23854,0,3,1,1,22498,18,250,3,4274,1
1816,60049,0,1,1,1,0,0,0,0,4278,2
1817,75112,0,4,1,1,35532,14,500,1,4271,2
1818,19787,0,1,1,1,2016,9,500,1,4258,2
1819,30664,0,3,1,1,21242,22,700,5,4268,2
1820,91716,0,1,1,1,6978,12,0,0,4267,2
1821,165144,0,1,1,1,4500,5,2000,4,4265,2
1822,16495,0,1,1,1,18779,11,0,0,4261,1
1823,25963,0,2,1,1,8183,25,0,0,4244,2
1824,1701,0,1,1,1,10,1,0,0,4260,0
1825,73852,0,1,1,1,0,0,0,0,4252,2
1826,12791,0,1,1,1,0,0,0,0,4246,2
1827,39020,0,1,1,1,1295,4,0,0,4246,2
1828,1076,0,3,1,1,11379,8,0,0,4233,3
1829,34443,1440,1,1,1,2125,10,0,0,4233,2
1830,4735,0,1,1,1,275,2,0,0,4257,2
1831,41279,967,1,1,1,3664,4,3164,3,4233,2
1832,4708,0,1,1,1,1000,1,0,0,4232,2
1833,63090,0,1,1,1,12059,20,350,3,4231,2
1834,156544,0,4,1,1,46593,13,0,0,4225,2
1835,12239,0,1,1,1,2912,5,0,0,4226,2
1836,101464,0,3,1,1,14610,13,0,0,4223,2
1837,55147,0,4,1,1,29219,13,0,0,4225,2
1838,59424,0,4,1,1,36600,23,1000,3,4211,1
1839,52084,0,1,1,1,4836,7,0,0,4222,2
1840,165144,0,5,1,1,146201,21,2600,6,4210,1
1841,116288,0,5,1,1,65073,18,0,0,4209,2
1842,114508,0,4,1,1,29960,22,1250,8,4226,2
1843,165144,0,1,1,1,500,1,500,1,4201,2
1844,19634,0,1,1,1,0,0,0,0,4198,2
1845,56258,0,4,1,1,38591,23,500,1,4197,1
1846,102373,0,4,1,1,67212,33,6600,14,4190,1
1847,20426,0,1,1,1,3993,7,3493,6,4194,2
1848,13034,0,5,1,1,60000,6,0,0,4169,3
1849,22455,0,4,1,1,38814,17,0,0,4175,3
1850,11604,0,1,1,1,95,2,0,0,4177,2
1851,72510,0,4,1,1,31469,12,0,0,4169,2
1852,33383,0,1,1,1,0,0,0,0,4163,2
1853,165144,0,1,1,1,7514,21,0,0,4159,2
1854,17500,0,1,1,1,17500,2,0,0,4167,1
1855,22751,0,1,1,1,4500,9,4500,9,4166,2
1856,12465,0,1,1,1,380,3,0,0,4162,2
1857,6316,0,1,1,1,0,0,0,0,4149,2
1858,66860,0,3,1,1,12667,20,980,5,4155,2
1859,975,0,1,1,1,350,3,0,0,4519,0
1860,165144,0,5,1,1,72345,14,1029,2,4155,2
1861,50909,0,3,1,1,14830,18,0,0,4135,2
1862,79500,0,3,1,1,21489,15,0,0,4146,2
1863,15875,0,3,1,1,24918,12,0,0,4141,1
1864,159109,0,4,1,1,19554,24,1557,6,4138,2
1865,12906,0,1,1,1,0,0,0,0,4124,2
1866,14155,0,1,1,1,3250,19,0,0,4134,2
1867,891,0,3,1,1,12082,14,0,0,4128,3
1868,48896,0,1,1,1,4081,12,3397,10,4139,2
1869,27669,0,1,1,1,3375,20,0,0,4127,2
1870,21708,0,3,1,1,12811,13,0,0,4100,2
1871,10643,0,4,1,1,40585,14,850,2,4107,3
1872,165144,0,5,1,1,57505,16,0,0,4112,2
1873,35433,0,1,1,1,1600,3,0,0,4113,2
1874,162369,0,4,1,1,41359,15,500,1,4113,2
1875,6206,0,1,1,1,375,3,0,0,4107,2
1876,165144,1000,4,1,1,44771,17,0,0,4099,2
1877,94544,0,5,1,1,111827,8,350,1,4105,1
1878,128302,0,5,1,4,132263,32,400,2,4103,1
1879,3664,0,1,1,1,0,0,0,0,4089,0
1880,56017,0,1,1,1,3905,6,1668,1,4086,2
1881,40835,0,4,1,1,50602,39,2250,10,4090,1
1882,24496,0,1,1,1,4000,3,500,1,4086,2
1883,36033,0,3,1,1,36033,13,0,0,4079,1
1884,12766,0,1,1,1,1900,4,400,2,4072,2
1885,147596,0,1,1,1,19175,19,16675,18,4076,2
1886,16489,0,1,1,1,4851,27,0,0,4064,2
1887,84516,0,3,1,1,22713,15,0,0,4063,2
1888,74147,0,2,1,1,8315,16,50,1,4064,2
1889,24887,0,1,1,1,0,0,0,0,4047,2
1890,56954,0,3,1,1,29409,32,0,0,4051,2
1891,8647,0,1,1,1,0,0,0,0,4036,2
1892,37114,0,1,1,1,21623,12,0,0,4040,1
1893,50715,0,4,1,1,39211,13,0,0,4051,1
1894,149305,0,4,1,1,49893,19,0,0,4030,2
1895,165144,0,1,1,1,4288,15,500,1,4048,2
1896,20534,0,1,1,1,589,7,0,0,4021,2
1897,3962,0,1,1,1,292,8,0,0,4027,0
1898,5112,0,1,1,1,0,0,0,0,4020,2
1899,67358,0,5,1,1,67027,34,500,1,4379,1
1900,11925,0,1,1,1,400,4,400,4,4015,2
1901,30300,0,1,1,1,2160,7,0,0,4002,2
1902,39139,0,1,1,1,710,4,0,0,3967,2
1903,52440,0,1,1,1,500,1,0,0,4026,2
1904,23329,0,1,1,1,6326,3,0,0,4008,2
1905,10679,0,2,1,1,13363,12,0,0,4001,1
1906,53487,0,1,1,1,0,0,0,0,3991,2
1907,165144,5009,3,1,1,20500,20,100,1,3963,2
1908,9052,0,1,1,1,280,2,0,0,3987,2
1909,129972,0,3,1,1,15081,18,500,1,3986,2
1910,165144,0,4,1,1,39260,39,200,1,3972,2
1911,165144,0,1,1,1,17900,25,7400,23,3985,2
1912,150312,0,1,1,1,1000,1,0,0,3967,2
1913,33517,0,1,1,1,1250,2,250,1,3978,2
1914,97750,0,3,1,1,12616,16,600,2,4074,2
1915,59035,0,1,1,1,245,4,0,0,3960,2
1916,132335,0,4,1,1,30273,14,0,0,3974,2
1917,82981,0,5,1,3,105325,44,1000,2,3964,1
1918,52139,0,1,3,1,16314,14,250,1,3965,2
1919,123313,0,4,1,1,31595,15,0,0,3959,2
1920,131755,909,4,1,1,37299,16,0,0,3952,2
1921,46440,0,1,1,1,5582,24,0,0,3952,2
1922,58970,0,3,1,1,13467,18,0,0,3946,2
1923,152367,0,4,1,1,43406,24,700,3,3938,2
1924,80534,0,3,1,1,20715,17,0,0,3949,2
1925,12184,0,1,1,1,1160,3,0,0,3939,2
1926,10355,0,2,1,1,6510,10,0,0,3918,2
1927,39947,0,1,1,1,1750,7,0,0,3922,2
1928,3082,0,1,1,1,0,0,0,0,3923,0
1929,37563,0,2,1,1,8142,14,0,0,3925,2
1930,145868,0,5,1,1,61068,18,10042,4,3925,2
1931,14231,0,1,1,1,4950,24,1700,5,3917,2
1932,87282,0,3,1,1,13480,10,0,0,3911,2
1933,11355,0,1,1,1,135,3,0,0,3916,2
1934,165144,0,4,1,1,53412,25,250,2,3914,2
1935,50586,0,1,1,1,0,0,0,0,3902,2
1936,54388,0,4,1,1,27516,14,0,0,3903,2
1937,30546,0,3,1,1,11304,14,0,0,3900,2
1938,24407,0,1,1,1,923,10,0,0,3910,2
1939,165144,0,5,1,1,82561,36,400,2,3895,2
1940,56213,0,1,1,1,3207,14,350,1,3900,2
1941,21944,0,4,1,1,29461,13,0,0,3900,1
1942,76552,0,5,1,1,150010,36,0,0,3894,3
1943,37244,0,4,1,1,38220,18,0,0,3890,1
1944,38439,0,1,1,1,3318,13,0,0,3886,2
1945,32160,0,1,1,1,1130,6,250,1,3883,2
1946,126873,0,4,1,5,95598,32,500,1,3880,1
1947,8000,0,1,1,1,2250,11,0,0,3879,2
1948,165144,0,3,1,1,23780,14,200,1,3880,2
1949,85751,0,4,1,1,26842,14,0,0,3711,2
1950,15676,0,1,1,1,0,0,0,0,3178,2
1951,55064,0,2,1,1,8041,13,0,0,3329,2
1952,40675,0,1,1,1,1413,9,0,0,2895,2
1953,7843,0,1,1,1,600,2,600,2,3557,2
1954,56896,0,4,1,1,34019,15,0,0,3696,1
1955,91935,0,3,1,1,17550,18,0,0,4216,2
1956,50496,0,3,1,1,13287,26,0,0,4610,2
1957,19896,2395,2,1,1,9866,11,0,0,4602,2
1958,156853,0,4,1,1,37625,14,0,0,4510,2
1959,65533,0,2,1,1,7595,10,0,0,4544,2
1960,165144,0,1,1,1,32709,13,2227,4,4230,2
1961,91813,0,1,1,1,8690,11,2000,4,3911,2
1962,12207,0,1,1,1,0,0,0,0,4565,2
1963,26421,0,1,1,1,1250,3,0,0,4593,2
1964,16176,0,1,1,1,0,0,0,0,4170,2
1965,44754,0,1,1,1,0,0,0,0,3648,2
1966,23827,0,1,1,1,8125,37,1000,2,4616,2
1967,93743,0,1,1,1,1210,7,650,5,4676,2
1968,4787,0,1,1,1,3125,8,500,1,4734,0
1969,165144,0,3,1,1,11289,15,0,0,4708,2
1970,73639,0,1,1,1,4709,10,2709,9,4341,2
1971,76077,0,1,1,1,500,4,0,0,4616,2
1972,66456,0,1,1,1,3500,4,1000,2,4679,2
1973,14273,0,1,1,1,0,0,0,0,4341,2
1974,134346,0,5,1,1,100210,18,0,0,4485,1
1975,37693,0,3,1,1,30546,7,0,0,4671,1
1976,11961,0,1,2,1,11961,10,0,0,4646,1
1977,63311,0,5,1,1,90181,34,950,6,4604,1
1978,20678,0,1,1,1,2155,8,0,0,3862,2
1979,5316,0,1,1,1,1134,4,0,0,4610,2
1980,86511,0,1,1,1,5000,6,2000,4,4625,2
1981,133831,0,1,1,1,100,1,100,1,4588,2
1982,30306,0,1,1,1,2500,1,0,0,4309,2
1983,95925,0,1,1,1,7337,22,350,2,4625,2
1984,35080,3867,1,1,1,0,0,0,0,4562,2
1985,14304,0,1,1,1,0,0,0,0,4600,2
1986,115385,0,1,1,1,5890,15,1250,7,4546,2
1987,66411,1000,4,1,1,34826,19,3001,9,4211,2
1988,6978,0,1,1,1,610,3,0,0,4349,2
1989,39909,0,1,1,1,2682,14,0,0,4470,2
1990,8767,0,1,1,1,6589,8,3892,6,4394,1
1991,25544,0,1,1,1,3271,7,0,0,4580,2
1992,165144,0,4,1,1,28607,11,0,0,4357,2
1993,69555,0,3,1,1,21957,16,250,1,4390,2
1994,2344,0,1,1,1,1478,10,0,0,4481,0
1995,8780,0,1,1,1,2750,15,0,0,4237,2
1996,111064,0,1,1,1,12700,7,2700,6,4547,2
1997,44654,0,4,1,1,48874,16,0,0,4530,1
1998,32678,0,1,1,1,0,0,0,0,4481,2
1999,165144,1452,5,1,1,97997,25,350,3,4440,1
2000,76387,0,1,1,1,3588,7,0,0,4442,2
2001,165144,0,3,1,1,26933,25,0,0,4105,2
2002,52195,0,4,1,1,35847,13,0,0,4476,1
2003,137778,0,3,1,1,19557,18,0,0,4599,2
2004,165144,0,1,1,1,6000,12,3500,11,4597,2
2005,3056,0,1,1,1,1200,3,0,0,4363,0
2006,101901,0,1,2,1,17898,22,100,1,4433,2
2007,34182,0,1,1,1,0,0,0,0,3967,2
2008,7371,0,1,1,1,1375,4,0,0,4505,2
2009,165144,0,3,1,1,26465,22,1800,4,4537,2
2010,87553,0,3,1,1,15681,14,0,0,4547,2
2011,14614,0,1,1,1,2275,3,0,0,4567,2
2012,91259,0,5,1,1,60609,12,0,0,4531,1
2013,23997,0,1,1,1,250,2,250,2,4204,2
2014,37202,0,1,1,1,15000,4,0,0,4511,2
2015,53232,888,4,1,1,80696,65,22100,45,3831,1
2016,54594,0,3,1,1,14402,14,0,0,4233,2
2017,57474,0,2,1,1,5535,7,0,0,4364,2
